"Name","Description","Latitude","Longitude"
CIERRE DE VIAS,OID_: 3<br>Dirección: Cierres peatonales en Centro Historico de Quito: Guayaquil y Espejo<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2211799<br>longitud: -78.5113435,-0.2211799,-78.5113435
CIERRE DE VIAS,OID_: 11<br>Dirección: CIERRE CENTRO HISTORICO: Mejia y Gracia Moreno<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2189042<br>longitud: -78.511685,-0.2189042,-78.511685
CIERRE DE VIAS,OID_: 14<br>Dirección: CIERRE CENTRO HISTORICO:<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2205809<br>longitud: -78.5143341,-0.2205809,-78.5143341
CIERRE DE VIAS,OID_: 15<br>Dirección: CIERRE CENTRO HISTORICO:<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2190628<br>longitud: -78.5129286,-0.2190628,-78.5129286
CIERRE DE VIAS,OID_: 19<br>Dirección: CIERRE CENTRO HISTORICO: GUAYAQUIL Y BOLIVAR<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2231016<br>longitud: -78.5128483,-0.2231016,-78.5128483
CIERRE DE VIAS,OID_: 20<br>Dirección: CIERRE CENTRO HISTORICO: GUAYAQUIL Y MEJIA<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.219847<br>longitud: -78.5102282,-0.219847,-78.5102282
CIERRE DE VIAS,OID_: 23<br>Dirección: CIERRE CENTRO HISTORICO:VENEZUELA Y MEJIA<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2193535<br>longitud: -78.5109457,-0.2193535,-78.5109457
CIERRE DE VIAS,OID_: 24<br>Dirección: CIERRE CENTRO HISTORICO:GARCIA MORENO Y OLMEDO<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2182281<br>longitud: -78.5111269,-0.2182281,-78.5111269
CIERRE DE VIAS,OID_: 27<br>Dirección: CIERRE CENTRO HISTORICO: CUENCA Y CHILE<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2185361<br>longitud: -78.5136889,-0.2185361,-78.5136889
CIERRE DE VIAS,OID_: 28<br>Dirección: CIERRE CENTRO HISTORICO: <br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2195988<br>longitud: -78.5133925,-0.2195988,-78.5133925
CIERRE DE VIAS,OID_: 31<br>Dirección: CIERRE CENTRO HISTORICO: JUAN MONTALVO Y 6 DE DICIEMBRE<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2121079<br>longitud: -78.4991592,-0.2121079,-78.4991592
CIERRE DE VIAS,OID_: 40<br>Dirección: CIERRE CENTRO HISTORICO: 6 DE DIC Y PAZMINIO<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2133653<br>longitud: -78.500513,-0.2133653,-78.500513
CIERRE DE VIAS,OID_: 48<br>Dirección: Guayaquil y Sucre<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.222475<br>longitud: -78.5123635,-0.222475,-78.5123635
CIERRE DE VIAS,OID_: <br>Dirección: La y de la Armenia Nanegalito vía a Pacto<br>Estado movilizacion: PARCIALMENTE HABILITADA<br>latitud: 0.0663351<br>longitud: -78.6925578,0.0663351,-78.6925578
CIERRE DE VIAS,OID_: <br>Dirección: Av. Intervalles sector Toglla<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2503307<br>longitud: -78.4423119,-0.2503307,-78.4423119
CIERRE DE VIAS,OID_: <br>Dirección: GRAN COLOMBIA Y 12 DE OCTUBRE<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2138185<br>longitud: -78.4981229,-0.2138185,-78.4981229
CIERRE DE VIAS,OID_: <br>Dirección: GRAN COLOMBIA Y YAGUACHI<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2135948<br>longitud: -78.4975126,-0.2135948,-78.4975126
CIERRE DE VIAS,OID_: <br>Dirección: PIEDRAHITA Y GRAN COLOMBIA<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2140928<br>longitud: -78.498961,-0.2140928,-78.498961
CIERRE DE VIAS,OID_: <br>Dirección: GRAN COLOMBIA Y JUAN MONTALVO<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2133948<br>longitud: -78.4979825,-0.2133948,-78.4979825
CIERRE DE VIAS,OID_: <br>Dirección: BOLIVAR Y GARCIA MORENO <br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2219372<br>longitud: -78.5143439,-0.2219372,-78.5143439
CIERRE DE VIAS,OID_: <br>Dirección: CENTRO HISTORICO: CHILE Y GUAYAQUIL<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.220502<br>longitud: -78.5107903,-0.220502,-78.5107903
CIERRE DE VIAS,OID_: <br>Dirección: CENTRO HISTORICO: GUAYAQUIL Y OLMEDO<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2192377<br>longitud: -78.5097503,-0.2192377,-78.5097503
CIERRE DE VIAS,OID_: <br>Dirección: BOLIVAR Y VENEZUELA<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2225611<br>longitud: -78.5135625,-0.2225611,-78.5135625
CIERRE DE VIAS,OID_: <br>Dirección: CUENCA Y MEJIA<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2178605<br>longitud: -78.5131113,-0.2178605,-78.5131113
CIERRE DE VIAS,OID_: <br>Dirección: ROCAFUERTE Y GUAYAQUIL<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2237904<br>longitud: -78.5133641,-0.2237904,-78.5133641
CIERRE DE VIAS,OID_: <br>Dirección: VENEZUELA Y OLMEDO<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2186571<br>longitud: -78.5104247,-0.2186571,-78.5104247
CIERRE DE VIAS,OID_: <br>Dirección: LUIS FELIPE BORJA Y TARQUI<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2109439<br>longitud: -78.4989035,-0.2109439,-78.4989035
CIERRE DE VIAS,OID_: <br>Dirección: AV. INTERVALLES SECTOR CUNUNYACU<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.23049<br>longitud: -78.4299033,-0.23049,-78.4299033
CIERRE DE VIAS,OID_: <br>Dirección: CHAGUAR Y MONJAS (SAN ANTONIO DE PICHINCHA)<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.012171<br>longitud: -78.4429867,-0.012171,-78.4429867
CIERRE DE VIAS,OID_: <br>Dirección: Av. 12 de Octubre (de Av. Tarqui a Madrid)<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2122932<br>longitud: -78.496958,-0.2122932,-78.496958
CIERRE DE VIAS,OID_: <br>Dirección: 18 DE SEPTIEMBRE Y REINA VICTORIA<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.207755<br>longitud: -78.4954031,-0.207755,-78.4954031
CIERRE DE VIAS,OID_: <br>Dirección: AV. 12 DE OCTUBRE (DE MADRID A TARQUI)<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.206584<br>longitud: -78.4879908,-0.206584,-78.4879908
CIERRE DE VIAS,OID_: <br>Dirección: AV. 6 DE DICIEMBRE Y ROBLES<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2071744<br>longitud: -78.4938937,-0.2071744,-78.4938937
CIERRE DE VIAS,OID_: <br>Dirección: Patria y Perez Guerrero<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2055089<br>longitud: -78.4999446,-0.2055089,-78.4999446
CIERRE DE VIAS,OID_: <br>Dirección: Queseras del Medio y Andalucía<br>Estado movilizacion: PARCIALMENTE HABILITADA<br>latitud: -0.2129183<br>longitud: -78.492083,-0.2129183,-78.492083
CIERRE DE VIAS,OID_: <br>Dirección: GARCIA MORENO Y SUCRE<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2211969<br>longitud: -78.5136946,-0.2211969,-78.5136946
CIERRE DE VIAS,OID_: <br>Dirección: CLEMENTE PONCE Y HERMANOS PAZMIÑO<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2126305<br>longitud: -78.5011476,-0.2126305,-78.5011476
CIERRE DE VIAS,OID_: <br>Dirección: LUIS FELIPE BORJA Y AV. TARQUI<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2114133<br>longitud: -78.5001263,-0.2114133,-78.5001263
CIERRE DE VIAS,OID_: <br>Dirección: JUAN LEON MERA Y PATRIA<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2081422<br>longitud: -78.496292,-0.2081422,-78.496292
CIERRE DE VIAS,OID_: <br>Dirección: GIOVANNY CALLES Y CACHA<br>Estado movilizacion: PARCIALMENTE HABILITADA<br>latitud: -0.0891483<br>longitud: -78.428048,-0.0891483,-78.428048
CIERRE DE VIAS,OID_: <br>Dirección: AV. 12 DE OCTUBRE Y VEINTIMILLA<br>Estado movilizacion: PARCIALMENTE HABILITADA<br>latitud: -0.2079433<br>longitud: -78.4902821,-0.2079433,-78.4902821
CIERRE DE VIAS,OID_: <br>Dirección: AV. 12 DE OCTUBRE Y WILSON<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2072628<br>longitud: -78.4892088,-0.2072628,-78.4892088
CIERRE DE VIAS,OID_: <br>Dirección: CUENCA Y OLMEDO<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2171695<br>longitud: -78.5125172,-0.2171695,-78.5125172
CIERRE DE VIAS,OID_: <br>Dirección: AV. 10 DE AGOSTO Y SANTIAGO<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2079211<br>longitud: -78.5000121,-0.2079211,-78.5000121
CIERRE DE VIAS Y MANIFESTACIONES,OID_: <br>Dirección: AV. PATRIA Y AMAZONAS<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2076822<br>longitud: -78.4970972,-0.2076822,-78.4970972
CIERRE DE VIAS,OID_: <br>Dirección: AV. AMERICA Y MERCADILLO<br>Estado movilizacion: PARCIALMENTE HABILITADA<br>latitud: -0.1977112<br>longitud: -78.500286,-0.1977112,-78.500286
