"Name","Description","Latitude","Longitude"
CIERRE DE VIAS,OID_: 3<br>Dirección: Cierres peatonales en Centro Historico de Quito: Guayaquil y Espejo<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2211799<br>longitud: -78.5113435,-0.2211799,-78.5113435
CIERRE DE VIAS,OID_: 11<br>Dirección: CIERRE CENTRO HISTORICO: Mejia y Gracia Moreno<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2189042<br>longitud: -78.511685,-0.2189042,-78.511685
CIERRE DE VIAS,OID_: 14<br>Dirección: CIERRE CENTRO HISTORICO:<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2205809<br>longitud: -78.5143341,-0.2205809,-78.5143341
CIERRE DE VIAS,OID_: 15<br>Dirección: CIERRE CENTRO HISTORICO:<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2190628<br>longitud: -78.5129286,-0.2190628,-78.5129286
CIERRE DE VIAS,OID_: 19<br>Dirección: CIERRE CENTRO HISTORICO: GUAYAQUIL Y BOLIVAR<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2231016<br>longitud: -78.5128483,-0.2231016,-78.5128483
CIERRE DE VIAS,OID_: 20<br>Dirección: CIERRE CENTRO HISTORICO: GUAYAQUIL Y MEJIA<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.219847<br>longitud: -78.5102282,-0.219847,-78.5102282
CIERRE DE VIAS,OID_: 23<br>Dirección: CIERRE CENTRO HISTORICO:VENEZUELA Y MEJIA<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2193535<br>longitud: -78.5109457,-0.2193535,-78.5109457
CIERRE DE VIAS,OID_: 24<br>Dirección: CIERRE CENTRO HISTORICO:GARCIA MORENO Y OLMEDO<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2182281<br>longitud: -78.5111269,-0.2182281,-78.5111269
CIERRE DE VIAS,OID_: 27<br>Dirección: CIERRE CENTRO HISTORICO: CUENCA Y CHILE<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2185361<br>longitud: -78.5136889,-0.2185361,-78.5136889
CIERRE DE VIAS,OID_: 28<br>Dirección: CIERRE CENTRO HISTORICO: <br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2195988<br>longitud: -78.5133925,-0.2195988,-78.5133925
CIERRE DE VIAS,OID_: 31<br>Dirección: CIERRE CENTRO HISTORICO: JUAN MONTALVO Y 6 DE DICIEMBRE<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2121079<br>longitud: -78.4991592,-0.2121079,-78.4991592
CIERRE DE VIAS,OID_: <br>Dirección: AV. 6 DE DICIEMBRE (DE TARQUI A MADRID)<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2111787<br>longitud: -78.498253,-0.2111787,-78.498253
CIERRE DE VIAS,OID_: 40<br>Dirección: CIERRE CENTRO HISTORICO: 6 DE DIC Y PAZMINIO<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2133653<br>longitud: -78.500513,-0.2133653,-78.500513
CIERRE DE VIAS,OID_: 48<br>Dirección: Guayaquil y Sucre<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.222475<br>longitud: -78.5123635,-0.222475,-78.5123635
CIERRE DE VIAS,OID_: <br>Dirección: La y de la Armenia Nanegalito vía a Pacto<br>Estado movilizacion: CIERRE TOTAL<br>latitud: 0.0663351<br>longitud: -78.6925578,0.0663351,-78.6925578
CIERRE DE VIAS,OID_: <br>Dirección: Av. Intervalles sector Toglla<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2503307<br>longitud: -78.4423119,-0.2503307,-78.4423119
CIERRE DE VIAS,OID_: <br>Dirección: GRAN COLOMBIA Y 12 DE OCTUBRE<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2138185<br>longitud: -78.4981229,-0.2138185,-78.4981229
CIERRE DE VIAS,OID_: <br>Dirección: GRAN COLOMBIA Y YAGUACHI<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2135948<br>longitud: -78.4975126,-0.2135948,-78.4975126
CIERRE DE VIAS,OID_: <br>Dirección: PIEDRAHITA Y GRAN COLOMBIA<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2140928<br>longitud: -78.498961,-0.2140928,-78.498961
CIERRE DE VIAS,OID_: <br>Dirección: GRAN COLOMBIA Y JUAN MONTALVO<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2133948<br>longitud: -78.4979825,-0.2133948,-78.4979825
CIERRE DE VIAS,OID_: <br>Dirección: BOLIVAR Y GARCIA MORENO <br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2219372<br>longitud: -78.5143439,-0.2219372,-78.5143439
CIERRE DE VIAS,OID_: <br>Dirección: CENTRO HISTORICO: CHILE Y GUAYAQUIL<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.220502<br>longitud: -78.5107903,-0.220502,-78.5107903
CIERRE DE VIAS,OID_: <br>Dirección: CENTRO HISTORICO: GUAYAQUIL Y OLMEDO<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2192377<br>longitud: -78.5097503,-0.2192377,-78.5097503
CIERRE DE VIAS,OID_: <br>Dirección: BOLIVAR Y VENEZUELA<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2225611<br>longitud: -78.5135625,-0.2225611,-78.5135625
CIERRE DE VIAS,OID_: <br>Dirección: CUENCA Y MEJIA<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2178605<br>longitud: -78.5131113,-0.2178605,-78.5131113
CIERRE DE VIAS Y MANIFESTACIONES,OID_: <br>Dirección: E35 (ingreso Estadio Parroquia el Quinche)<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.1151768<br>longitud: -78.2950428,-0.1151768,-78.2950428
CIERRE DE VIAS,OID_: <br>Dirección: E35 sector Pifo<br>Estado movilizacion: PARCIALMENTE HABILITADA<br>latitud: -0.2259151<br>longitud: -78.3467546,-0.2259151,-78.3467546
CIERRE DE VIAS,OID_: <br>Dirección: E35 y Quito<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.1651801<br>longitud: -78.3233498,-0.1651801,-78.3233498
CIERRE DE VIAS,OID_: <br>Dirección: REDONDEL DE GUAYLLABAMBA<br>Estado movilizacion: PARCIALMENTE HABILITADA<br>latitud: -0.0487561<br>longitud: -78.3421835,-0.0487561,-78.3421835
CIERRE DE VIAS,OID_: <br>Dirección: Redondel de la Moneda<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.0895588<br>longitud: -78.3927491,-0.0895588,-78.3927491
CIERRE DE VIAS,OID_: <br>Dirección: ROCAFUERTE Y GUAYAQUIL<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2237904<br>longitud: -78.5133641,-0.2237904,-78.5133641
CIERRE DE VIAS,OID_: <br>Dirección: VENEZUELA Y OLMEDO<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2186571<br>longitud: -78.5104247,-0.2186571,-78.5104247
CIERRE DE VIAS,OID_: <br>Dirección: LUIS FELIPE BORJA Y TARQUI<br>Estado movilizacion: PARCIALMENTE HABILITADA<br>latitud: -0.2109439<br>longitud: -78.4989035,-0.2109439,-78.4989035
CIERRE DE VIAS,OID_: <br>Dirección: AV. INTERVALLES SECTOR CUNUNYACU<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.23049<br>longitud: -78.4299033,-0.23049,-78.4299033
CIERRE DE VIAS Y MANIFESTACIONES,OID_: <br>Dirección: E35 SECTOR QUINCHE Y AV. QUITO<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.1081495<br>longitud: -78.2979412,-0.1081495,-78.2979412
CIERRE DE VIAS,OID_: <br>Dirección: E35 - INGRESO A PINTAG<br>Estado movilizacion: PARCIALMENTE HABILITADA<br>latitud: -0.3310801<br>longitud: -78.3837795,-0.3310801,-78.3837795
CIERRE DE VIAS,OID_: <br>Dirección: CHAGUAR Y MONJAS (SAN ANTONIO DE PICHINCHA)<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.012171<br>longitud: -78.4429867,-0.012171,-78.4429867
CIERRE DE VIAS,OID_: <br>Dirección: Panamerica Norte y Av. Carapungo<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.1045354<br>longitud: -78.4274997,-0.1045354,-78.4274997
CIERRE DE VIAS,OID_: <br>Dirección: Panamerica Norte y  Av. Carapungo<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.1044416<br>longitud: -78.4275002,-0.1044416,-78.4275002
CIERRE DE VIAS,OID_: <br>Dirección: Av. 12 de Octubre (de Av. Tarqui a Madrid)<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2122932<br>longitud: -78.496958,-0.2122932,-78.496958
CIERRE DE VIAS,OID_: <br>Dirección: RUTA COLLAS Y CONECTOR DE ALPACHACA<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.1356718<br>longitud: -78.358827,-0.1356718,-78.358827
CIERRE DE VIAS,OID_: <br>Dirección: 18 DE SEPTIEMBRE Y REINA VICTORIA<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.207755<br>longitud: -78.4954031,-0.207755,-78.4954031
CIERRE TOTAL,OID_: <br>Dirección: AV. 12 DE OCTUBRE (DE MADRID A TARQUI)<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.206584<br>longitud: -78.4879908,-0.206584,-78.4879908
CIERRE TOTAL,OID_: <br>Dirección: AV. AMERICA (PLAZA INDOAMERICA)<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2010993<br>longitud: -78.5014195,-0.2010993,-78.5014195
CIERRE TOTAL,OID_: <br>Dirección: AV. 6 DE DICIEMBRE Y ROBLES<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2071744<br>longitud: -78.4938937,-0.2071744,-78.4938937
CIERRE DE VIAS,OID_: <br>Dirección: Patria y Perez Guerrero<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2051066<br>longitud: -78.5001055,-0.2051066,-78.5001055
CIERRE DE VIAS,OID_: <br>Dirección: Queseras del Medio y Andalucía<br>Estado movilizacion: CIERRE TOTAL<br>latitud: -0.2129183<br>longitud: -78.492083,-0.2129183,-78.492083
